7dcbbbdc7f1120cd	What is the batting hand of each of the first five picks in the 1998 MLB draft?
2120afba8009bad3	What were box office values of the Star Wars films in the prequel and sequel trilogies?
a047ca3f750a134d	Who won the World Car of the Year Award from 2019 to 2023, and what was the height of each winning car in inches?
563b95ed6141123c	What is the population of the five smallest countries, by area, located in the largest continent?
8c82924e2ce017a9	Who are the directors of the top 5 highest-grossing films?
a8144c2b180759f1	Who are the nominees of the 2024 Taiwanese presidential election and what are their birth dates?
2c472f015b5e38fd	What are the names of 6 Metropolitan cities in Korea and their respective symbol flowers?
3bd8400a1174f1a0	What law schools did the most recent four Supreme Court justices attend?
33b87d71522e6ea7	Name the U.S. Senators who represent the states in the Pacific region, as defined by the U.S. Census Bureau.
66d9d79aea844c0d	What is the highest elevation (in feet) of the 5 largest states (by land mass) in the U.S.?
d65057f597c21114	What is the signed form of each of the top 5 languages spoken in the world by number of native speakers?
44e89b3eac9c16fc	What are the mythical Pokemon introduced between generations 1 and 3, and what is their typing?
2b19d0853e149804	What are the symptoms of the top 5 mortality cancers in the world amongst females?
9eb4feb88c3f980b	What were the release dates of the studio albums released by the band Destiny's Child?
9bf015e9abca6d73	What is the projected GDP in US dollars of the top 5 countries or territories with the highest GDP per capita, including non-IMF members, for the year 2023?
daaf58facccf012d	In what years did the top four most subscribed YouTube channels start?
626c8dd35bd2f3e2	In what months were the 5 highest-scoring small forwards in NBA history born?
a19574bcd377eda6	Who are the members of the current British Royal Family and who are their respective fathers?
1686afcc411d5bd7	Where are the headquarters of the Big Five companies in the technology industry located?
95de313fdfef9d01	What were the ages of the five most recent presidents of the United States?
dfc2faff26b2f26c	What are the top 5 most widely spoken languages?
6ffa8a28719b1246	Who are the five most recent mayors of Philadelphia and what are their hometowns?
31ec74ff936a0f36	What were the budgets (in USD millions) of the top 5 grossing films of all time
114fef46b46c49e6	Who were the heads of state of the belligerents in the War of the Third Coalition and when did they die?
220852c6d47dfd38	What are the heights in meters of Mount Everest, K2, Kangchenjunga, Lhotse, and Makalu?
6533545d9f5eb7b6	What was the population in 2020 of the 5 most populous cities in the United States?
c5a093133acd74a9	What are the life expectancies at birth in years for the top five countries with the largest land area?
5865c4b3f5b1456b	Of both current and former members of South Korean boy band Astro, how many members were born in March?
4c82c308093e7dfd	At which university did the last five presidents at the University of Pennsylvania complete their undergraduate degree (not including interim presidents)?
ca2bf128869985f6	Where are the six marathon races in the world marathon majors hosted, and when was each first held?
3f27dbe4ac7b2bc8	From which cities did the top 5 best-selling music artists originate?
96f91d21a3270a89	What is the career average rebounds per game for each NBA player who has won the IBM award?
a5f1f57ef5909b83	In which states do the NFL teams that have won four or more Super Bowls play?
67eb3965cdd4f93f	What are the five most popular grape varieties from the Bordeaux appellation, and which area of Bordeaux are they most planted in?
27087ec0fb7299bc	What is the Gini index of the countries that have the world's 4 tallest buildings?
71552a38345f892e	What codons encode the essential amino acids?
6f9b579bc0a11d6d	Find the clubs which won the top five most titles of the European Cup and UEFA Champions League. What are the clubs names and their current home grounds?
f969fab677498cf9	List the top 5 highest-grossing movies of all time and the composers of their music.
832e7529292aa805	What are the 3 most common law schools attended by members of the US Supreme Court?
0360a0d607c70e64	When were each of the New Seven Wonders of the World constructed?
c363007529cfd525	What is the current age or age at death of each of the top 5 most decorated Olympic athletes in years?
1437140f452ab707	How many of the last five mayors of Philadelphia, PA were born in Philadelphia, PA
b2399e36ae65506b	What is the area in square miles of the largest state among the five least populated states in America?
6c31f64f23a5d7b8	What was the population of the top 5 most populated states in India according to the 2011 census?
146e74771fcf6a30	What is Google's online video platform and how old are its founders?
9dbfeb76f11979c1	What are the top 4 states that US presidents have been born in and the count for each?
ffb27afd2b521841	Who are the 5 longest-reigning monarchs and who were their fathers?
3c06e4cb010ad679	Where are the birthplaces of the last five presidents of the People's Republic of China?
b3b15d0277166b1d	Which planets in our solar system were discovered after 1700, and who discovered them?
c5729f248448ce74	What are the mottos of the global top 5 universities according to the QS World University Rankings 2024?
d2049103e53dbeb5	What are the capital cities of the countries that hosted the 5 most recent Olympics?
5aa09932011c8fcd	What companies have ever had a market capitalization in excess of 1 trillion US dollars and approximately how many employees did each of those companies have in recent years?
a0dba38be648f0ef	Find the top 5 most populous countries in the world. What are the countries and who are their current presidents?
585ead607ef66fb1	From which countries do the people who completed an EGOT over a span greater than 40 years come from?
ca244873ee0ce258	What are the names of the last four Christopher Nolan movies, and how much did each gross in millions of dollars?
b6f7c88dbaa18999	What is the average number of regular-season wins for each of the last five NBA champions?
f2d45721574984ef	How many of the top five heaviest animals live in Africa?
29242cc91b49e88e	Which of the main actors from the movie “The Avengers” have won Academy Awards?
697563de476221c4	Which Formula 1 Grand Prix races have been hosted in Asia/Middle East and which driver has the most wins on each of these tracks?
b81092db71078ade	What is the total number of employees in the five largest banks in the world?
d45c7422d0d1fa04	What are the highest points (mountains) in the five countries with the longest coastlines?
5898eefba47441f7	What is the GDP in USD of the four largest provinces in China by area?
ea13b944bf63feae	How many countries can the top 5 strongest passport holders travel to in 2023?
3776573bca884446	What are some landmarks in US zip codes with an average income of over $200,000?
a0216c68b94f857e	What is the life expectancy in years for the top four most populous countries?
cd8d5b0815694ab4	What are the ages of the top 5 most followed people on Instagram?
3cf6c1c1972eda92	What is the page count for each of the books in the five largest book deals?
98ced84a1a9df028	List the films directed by the director with the second highest career film gross worldwide and provide the budget for each film in USD.
0055931d81c8e924	What are the publication dates for all of the Harry Potter books?
d11c34cb07023486	Who was the starting quarterback for the New York Jets in 2015, what other teams did he play for, and who were the head coaches of those teams?
